id,text
1464,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 37 sold_qty: 37 percent_sold: 100.0 price_dropped: True reason: Low sales – EOD markdown
1465,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 48 sold_qty: 50 percent_sold: 104.2 price_dropped: True reason: Low sales – EOD markdown
1466,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 42 sold_qty: 37 percent_sold: 88.1 price_dropped: True reason: Low sales – EOD markdown
1467,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 45 sold_qty: 39 percent_sold: 86.7 price_dropped: True reason: Low sales – EOD markdown
1468,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 48 sold_qty: 42 percent_sold: 87.5 price_dropped: True reason: Low sales – EOD markdown
1469,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 55 sold_qty: 35 percent_sold: 63.6 price_dropped: True reason: Low sales – EOD markdown
1470,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 52 sold_qty: 32 percent_sold: 61.5 price_dropped: True reason: Low sales – EOD markdown
1471,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 31 sold_qty: 35 percent_sold: 112.9 price_dropped: True reason: Low sales – EOD markdown
1472,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 49 sold_qty: 24 percent_sold: 49.0 price_dropped: True reason: Low sales – EOD markdown
1473,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 33 sold_qty: 36 percent_sold: 109.1 price_dropped: True reason: Low sales – EOD markdown
1474,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 41 sold_qty: 45 percent_sold: 109.8 price_dropped: True reason: Low sales – EOD markdown
1475,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 44 sold_qty: 23 percent_sold: 52.3 price_dropped: True reason: Low sales – EOD markdown
1476,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 53 sold_qty: 40 percent_sold: 75.5 price_dropped: True reason: Low sales – EOD markdown
1477,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 51 sold_qty: 51 percent_sold: 100.0 price_dropped: True reason: Low sales – EOD markdown
1478,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 31 sold_qty: 47 percent_sold: 151.6 price_dropped: True reason: Low sales – EOD markdown
1479,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 53 sold_qty: 41 percent_sold: 77.4 price_dropped: True reason: Low sales – EOD markdown
1480,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 40 sold_qty: 39 percent_sold: 97.5 price_dropped: True reason: Low sales – EOD markdown
1481,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 50 sold_qty: 43 percent_sold: 86.0 price_dropped: True reason: Low sales – EOD markdown
1482,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 51 sold_qty: 30 percent_sold: 58.8 price_dropped: True reason: Low sales – EOD markdown
1483,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 47 sold_qty: 27 percent_sold: 57.4 price_dropped: True reason: Low sales – EOD markdown
1484,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 59 sold_qty: 43 percent_sold: 72.9 price_dropped: True reason: Low sales – EOD markdown
1485,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 50 sold_qty: 31 percent_sold: 62.0 price_dropped: True reason: Low sales – EOD markdown
1486,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 44 sold_qty: 37 percent_sold: 84.1 price_dropped: True reason: Low sales – EOD markdown
1487,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 53 sold_qty: 48 percent_sold: 90.6 price_dropped: True reason: Low sales – EOD markdown
1488,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 59 sold_qty: 43 percent_sold: 72.9 price_dropped: True reason: Low sales – EOD markdown
1489,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 30 sold_qty: 34 percent_sold: 113.3 price_dropped: True reason: Low sales – EOD markdown
1490,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 36 sold_qty: 31 percent_sold: 86.1 price_dropped: True reason: Low sales – EOD markdown
1491,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 33 sold_qty: 37 percent_sold: 112.1 price_dropped: True reason: Low sales – EOD markdown
1492,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 56 sold_qty: 39 percent_sold: 69.6 price_dropped: True reason: Low sales – EOD markdown
1493,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 36 sold_qty: 35 percent_sold: 97.2 price_dropped: True reason: Low sales – EOD markdown
1494,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 47 sold_qty: 45 percent_sold: 95.7 price_dropped: True reason: Low sales – EOD markdown
1495,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 55 sold_qty: 44 percent_sold: 80.0 price_dropped: True reason: Low sales – EOD markdown
1496,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 56 sold_qty: 41 percent_sold: 73.2 price_dropped: True reason: Low sales – EOD markdown
1497,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 48 sold_qty: 37 percent_sold: 77.1 price_dropped: True reason: Low sales – EOD markdown
1498,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 32 sold_qty: 32 percent_sold: 100.0 price_dropped: True reason: Low sales – EOD markdown
1499,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 55 sold_qty: 39 percent_sold: 70.9 price_dropped: True reason: Low sales – EOD markdown
1500,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 34 sold_qty: 33 percent_sold: 97.1 price_dropped: True reason: Low sales – EOD markdown
1501,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 45 sold_qty: 26 percent_sold: 57.8 price_dropped: True reason: Low sales – EOD markdown
1502,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 49 sold_qty: 29 percent_sold: 59.2 price_dropped: True reason: Low sales – EOD markdown
1503,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 55 sold_qty: 28 percent_sold: 50.9 price_dropped: True reason: Low sales – EOD markdown
1504,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 33 sold_qty: 41 percent_sold: 124.2 price_dropped: True reason: Low sales – EOD markdown
1505,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 60 sold_qty: 33 percent_sold: 55.0 price_dropped: True reason: Low sales – EOD markdown
1506,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 47 sold_qty: 31 percent_sold: 66.0 price_dropped: True reason: Low sales – EOD markdown
1507,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 53 sold_qty: 36 percent_sold: 67.9 price_dropped: True reason: Low sales – EOD markdown
1508,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 43 sold_qty: 43 percent_sold: 100.0 price_dropped: True reason: Low sales – EOD markdown
1509,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 37 sold_qty: 39 percent_sold: 105.4 price_dropped: True reason: Low sales – EOD markdown
1510,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 48 sold_qty: 34 percent_sold: 70.8 price_dropped: True reason: Low sales – EOD markdown
1511,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 51 sold_qty: 33 percent_sold: 64.7 price_dropped: True reason: Low sales – EOD markdown
1512,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 33 sold_qty: 41 percent_sold: 124.2 price_dropped: True reason: Low sales – EOD markdown
1513,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 38 sold_qty: 40 percent_sold: 105.3 price_dropped: True reason: Low sales – EOD markdown
1514,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 43 sold_qty: 22 percent_sold: 51.2 price_dropped: True reason: Low sales – EOD markdown
1515,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 36 sold_qty: 37 percent_sold: 102.8 price_dropped: True reason: Low sales – EOD markdown
1516,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 32 sold_qty: 58 percent_sold: 181.2 price_dropped: True reason: Low sales – EOD markdown
1517,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 45 sold_qty: 33 percent_sold: 73.3 price_dropped: True reason: Low sales – EOD markdown
1518,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 46 sold_qty: 35 percent_sold: 76.1 price_dropped: True reason: Low sales – EOD markdown
1519,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 55 sold_qty: 27 percent_sold: 49.1 price_dropped: True reason: Low sales – EOD markdown
1520,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 54 sold_qty: 47 percent_sold: 87.0 price_dropped: True reason: Low sales – EOD markdown
1521,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 48 sold_qty: 38 percent_sold: 79.2 price_dropped: True reason: Low sales – EOD markdown
1522,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 57 sold_qty: 35 percent_sold: 61.4 price_dropped: True reason: Low sales – EOD markdown
1523,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 58 sold_qty: 27 percent_sold: 46.6 price_dropped: True reason: Low sales – EOD markdown
1524,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 47 sold_qty: 43 percent_sold: 91.5 price_dropped: True reason: Low sales – EOD markdown
1525,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 33 sold_qty: 32 percent_sold: 97.0 price_dropped: True reason: Low sales – EOD markdown
1526,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 49 sold_qty: 27 percent_sold: 55.1 price_dropped: True reason: Low sales – EOD markdown
1527,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 36 sold_qty: 48 percent_sold: 133.3 price_dropped: True reason: Low sales – EOD markdown
1528,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 54 sold_qty: 40 percent_sold: 74.1 price_dropped: True reason: Low sales – EOD markdown
1529,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 37 sold_qty: 23 percent_sold: 62.2 price_dropped: True reason: Low sales – EOD markdown
1530,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 34 sold_qty: 31 percent_sold: 91.2 price_dropped: True reason: Low sales – EOD markdown
1531,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 52 sold_qty: 34 percent_sold: 65.4 price_dropped: True reason: Low sales – EOD markdown
1532,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 33 sold_qty: 26 percent_sold: 78.8 price_dropped: True reason: Low sales – EOD markdown
1533,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 47 sold_qty: 45 percent_sold: 95.7 price_dropped: True reason: Low sales – EOD markdown
1534,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 36 sold_qty: 32 percent_sold: 88.9 price_dropped: True reason: Low sales – EOD markdown
1535,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 31 sold_qty: 29 percent_sold: 93.5 price_dropped: True reason: Low sales – EOD markdown
1536,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 58 sold_qty: 25 percent_sold: 43.1 price_dropped: True reason: Low sales – EOD markdown
1537,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 40 sold_qty: 36 percent_sold: 90.0 price_dropped: True reason: Low sales – EOD markdown
1538,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 55 sold_qty: 28 percent_sold: 50.9 price_dropped: True reason: Low sales – EOD markdown
1539,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 35 sold_qty: 24 percent_sold: 68.6 price_dropped: True reason: Low sales – EOD markdown
1540,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 32 sold_qty: 30 percent_sold: 93.8 price_dropped: True reason: Low sales – EOD markdown
1541,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 50 sold_qty: 36 percent_sold: 72.0 price_dropped: True reason: Low sales – EOD markdown
1542,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 59 sold_qty: 41 percent_sold: 69.5 price_dropped: True reason: Low sales – EOD markdown
1543,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 54 sold_qty: 36 percent_sold: 66.7 price_dropped: True reason: Low sales – EOD markdown
1544,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 43 sold_qty: 41 percent_sold: 95.3 price_dropped: True reason: Low sales – EOD markdown
1545,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 41 sold_qty: 34 percent_sold: 82.9 price_dropped: True reason: Low sales – EOD markdown
1546,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 41 sold_qty: 29 percent_sold: 70.7 price_dropped: True reason: Low sales – EOD markdown
1547,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 36 sold_qty: 36 percent_sold: 100.0 price_dropped: True reason: Low sales – EOD markdown
1548,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 60 sold_qty: 29 percent_sold: 48.3 price_dropped: True reason: Low sales – EOD markdown
1549,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 47 sold_qty: 27 percent_sold: 57.4 price_dropped: True reason: Low sales – EOD markdown
1550,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 54 sold_qty: 33 percent_sold: 61.1 price_dropped: True reason: Low sales – EOD markdown
1551,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 39 sold_qty: 36 percent_sold: 92.3 price_dropped: True reason: Low sales – EOD markdown
1552,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 34 sold_qty: 47 percent_sold: 138.2 price_dropped: True reason: Low sales – EOD markdown
1553,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 56 sold_qty: 50 percent_sold: 89.3 price_dropped: True reason: Low sales – EOD markdown
1554,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 31 sold_qty: 40 percent_sold: 129.0 price_dropped: True reason: Low sales – EOD markdown
1555,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 53 sold_qty: 33 percent_sold: 62.3 price_dropped: True reason: Low sales – EOD markdown
1556,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 46 sold_qty: 31 percent_sold: 67.4 price_dropped: True reason: Low sales – EOD markdown
1557,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 53 sold_qty: 29 percent_sold: 54.7 price_dropped: True reason: Low sales – EOD markdown
1558,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 57 sold_qty: 36 percent_sold: 63.2 price_dropped: True reason: Low sales – EOD markdown
1559,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 40 sold_qty: 36 percent_sold: 90.0 price_dropped: True reason: Low sales – EOD markdown
1560,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 55 sold_qty: 30 percent_sold: 54.5 price_dropped: True reason: Low sales – EOD markdown
1561,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 50 sold_qty: 40 percent_sold: 80.0 price_dropped: True reason: Low sales – EOD markdown
1562,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 46 sold_qty: 55 percent_sold: 119.6 price_dropped: True reason: Low sales – EOD markdown
1563,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 46 sold_qty: 18 percent_sold: 39.1 price_dropped: True reason: Low sales – EOD markdown
1564,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 47 sold_qty: 34 percent_sold: 72.3 price_dropped: True reason: Low sales – EOD markdown
1565,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 53 sold_qty: 43 percent_sold: 81.1 price_dropped: True reason: Low sales – EOD markdown
1566,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 41 sold_qty: 30 percent_sold: 73.2 price_dropped: True reason: Low sales – EOD markdown
1567,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 37 sold_qty: 40 percent_sold: 108.1 price_dropped: True reason: Low sales – EOD markdown
1568,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 35 sold_qty: 33 percent_sold: 94.3 price_dropped: True reason: Low sales – EOD markdown
1569,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 59 sold_qty: 26 percent_sold: 44.1 price_dropped: True reason: Low sales – EOD markdown
1570,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 54 sold_qty: 39 percent_sold: 72.2 price_dropped: True reason: Low sales – EOD markdown
1571,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 53 sold_qty: 21 percent_sold: 39.6 price_dropped: True reason: Low sales – EOD markdown
1572,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 42 sold_qty: 29 percent_sold: 69.0 price_dropped: True reason: Low sales – EOD markdown
1573,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 33 sold_qty: 35 percent_sold: 106.1 price_dropped: True reason: Low sales – EOD markdown
1574,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 50 sold_qty: 42 percent_sold: 84.0 price_dropped: True reason: Low sales – EOD markdown
1575,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 33 sold_qty: 43 percent_sold: 130.3 price_dropped: True reason: Low sales – EOD markdown
1576,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 47 sold_qty: 33 percent_sold: 70.2 price_dropped: True reason: Low sales – EOD markdown
1577,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 52 sold_qty: 28 percent_sold: 53.8 price_dropped: True reason: Low sales – EOD markdown
1578,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 35 sold_qty: 36 percent_sold: 102.9 price_dropped: True reason: Low sales – EOD markdown
1579,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 42 sold_qty: 42 percent_sold: 100.0 price_dropped: True reason: Low sales – EOD markdown
1580,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 42 sold_qty: 40 percent_sold: 95.2 price_dropped: True reason: Low sales – EOD markdown
1581,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 57 sold_qty: 31 percent_sold: 54.4 price_dropped: True reason: Low sales – EOD markdown
1582,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 43 sold_qty: 43 percent_sold: 100.0 price_dropped: True reason: Low sales – EOD markdown
1583,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 44 sold_qty: 49 percent_sold: 111.4 price_dropped: True reason: Low sales – EOD markdown
1584,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 51 sold_qty: 30 percent_sold: 58.8 price_dropped: True reason: Low sales – EOD markdown
1585,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 56 sold_qty: 31 percent_sold: 55.4 price_dropped: True reason: Low sales – EOD markdown
1586,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 57 sold_qty: 35 percent_sold: 61.4 price_dropped: True reason: Low sales – EOD markdown
1587,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 50 sold_qty: 36 percent_sold: 72.0 price_dropped: True reason: Low sales – EOD markdown
1588,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 40 sold_qty: 45 percent_sold: 112.5 price_dropped: True reason: Low sales – EOD markdown
1589,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 55 sold_qty: 30 percent_sold: 54.5 price_dropped: True reason: Low sales – EOD markdown
1590,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 30 sold_qty: 52 percent_sold: 173.3 price_dropped: True reason: Low sales – EOD markdown
1591,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 51 sold_qty: 22 percent_sold: 43.1 price_dropped: True reason: Low sales – EOD markdown
1592,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 39 sold_qty: 37 percent_sold: 94.9 price_dropped: True reason: Low sales – EOD markdown
1593,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 50 sold_qty: 39 percent_sold: 78.0 price_dropped: True reason: Low sales – EOD markdown
1594,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 49 sold_qty: 51 percent_sold: 104.1 price_dropped: True reason: Low sales – EOD markdown
