date,restaurant_id,dish_id,dish_name,order_type,quantity,unit_price,sales
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,18,9.77,304.74
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,9,13.88,138.33
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,12,10.15,186.12
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,20,16.65,240
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,19,15.1,237.69
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,10,11.72,158.1
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,5,11.01,52.35
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,10,8.49,174.8
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,13,16.95,209.69
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,8,11.27,112.24
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,11,17.76,153.89
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,9,17.91,108.18
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,5,8.04,43.3
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,6,14.52,87.48
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,19,17.3,179.93
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,7,17.57,77.35
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,12,16.53,200.52
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,7,10.18,64.26
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,11,13.17,151.25
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,9,17.01,147.96
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,20,9.32,278.2
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,18,14.44,293.94
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,14,9.6,222.04
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,9,10.97,72.99
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,9,8.56,88.47
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,12,8.31,207.84
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,18,12.28,313.56
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,8,14.22,84.88
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,17,9.25,295.46
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,6,14.49,99.42
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,17,13.34,285.43
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,20,14.59,209.2
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,5,12.49,60.4
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,8,17.36,98.48
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,20,9.53,312.8
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,14,16.5,112.98
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,12,15.95,132.84
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,8,15.11,89.44
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,7,14.57,89.74
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,15,16.5,134.55
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,20,12.9,199.2
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,10,8.73,179.1
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,16,8.62,195.04
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,10,17.66,94.7
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,15,16.33,231.6
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,7,13.91,92.12
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,11,12.6,108.9
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,10,16.1,165.2
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,14,10.75,174.86
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,5,15.8,64.65
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,5,12.44,87.95
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,18,16.66,283.32
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,7,17.23,117.95
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,20,12.14,175.2
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,7,15.86,100.1
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,16,8.9,239.2
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,10,16.64,139.3
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,7,10.68,82.88
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,6,14.05,52.38
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,16,13.09,183.04
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,7,15.29,112.56
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,19,10.61,288.42
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,17,14.69,178.33
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,8,17.22,67.76
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,20,8.03,217
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,12,16.92,192.12
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,14,11.19,155.68
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,13,17.85,233.22
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,12,14.04,190.56
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,9,9.78,144.36
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,11,13.89,131.34
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,10,15.67,153.8
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,6,10.39,70.32
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,17,14.84,183.43
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,5,14.6,66.7
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,5,9.52,56.1
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,15,8.91,255.15
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,14,14.92,211.26
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,11,16.67,167.42
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,18,9.32,153.9
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,11,14.05,139.48
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,13,16.5,169.39
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,6,15.62,98.4
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,20,8.43,304
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,20,17.92,168.6
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,6,17.79,90.96
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,7,13.41,106.61
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,14,16.66,123.06
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,9,16.11,106.11
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,8,11.35,86.08
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,15,13.61,171.45
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,17,10.41,247.86
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,8,13.94,96.24
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,14,17.94,223.86
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,10,9.47,111.4
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,20,14.78,255.2
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,13,11.63,140.27
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,6,16.64,88.74
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,9,17.19,152.55
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,7,12.44,60.48
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,7,16.23,96.04
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,12,13.77,146.52
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,20,16.04,359.6
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,18,9.8,202.86
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,17,17.23,197.71
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,5,9.38,59.2
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,14,8.16,164.36
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,19,8.06,324.33
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,17,8.48,293.76
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,17,10.37,203.32
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,12,12.34,96.96
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,6,9.29,79.86
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,7,14.47,86.03
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,5,14.24,69.4
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,5,16.6,69.35
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,8,17.88,68.72
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,12,14.39,113.16
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,9,8.23,95.58
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,11,15.67,138.6
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,16,13.68,239.36
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,16,10.31,145.92
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,10,17.69,84.2
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,18,8.43,299.34
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,19,11.49,306.85
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,14,14.62,148.12
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,13,17.81,180.83
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,9,8.44,97.74
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,14,14.93,241.64
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,12,13.14,110.88
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,5,14.31,46.05
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,17,11.48,195.5
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,11,10.83,180.29
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,14,15.62,167.72
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,10,16.67,139.7
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,16,9.49,206.88
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,20,8.52,299.8
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,5,10.35,80.6
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,8,16.11,131.2
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,14,13.42,116.2
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,14,12.49,201.6
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,18,17.02,217.08
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,9,9.97,144
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,16,13.04,132.32
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,16,17.55,236.96
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,7,12.41,103.53
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,7,12.23,112.63
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,15,12.23,172.05
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,19,13.72,222.87
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,13,11.02,131.17
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,15,11.08,205.05
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,6,15.1,106.14
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,16,10.14,236.8
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,15,14.94,268.2
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,19,13.84,212.61
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,8,13.73,122.8
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,17,12.35,262.48
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,14,16.48,168.7
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,18,11.3,303.3
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,12,9.95,134.64
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,20,10.64,294.2
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,17,13.47,137.19
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,19,8.49,187.34
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,12,17.94,179.28
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,20,16.01,177.8
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,13,10.44,104.78
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,8,13.64,77.12
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,16,12.32,166.72
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,11,16.5,103.84
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,20,10.13,296.6
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,17,10.89,142.8
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,9,11.22,140.67
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,17,17.35,288.32
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,17,14.17,236.98
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,10,10.58,123.9
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,12,14.22,181.08
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,15,14.52,127.05
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,12,14.86,98.64
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,8,10.51,143.36
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,18,14.17,185.04
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,10,13.16,109.3
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,11,17.62,142.45
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,9,16.89,72.81
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,20,11.31,224.2
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,7,11.28,74.83
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,9,16.97,77.22
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,19,11.24,259.92
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,7,10.02,123.13
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,5,8.04,81.6
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,14,17.85,141.82
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,9,9.84,140.22
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,9,17.14,116.37
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,19,12.67,190.76
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,7,12.14,106.82
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,6,17.55,72.12
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,14,15.3,115.92
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,19,8.03,258.21
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,12,11.78,100.2
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,15,9.69,195.45
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,14,9.35,152.32
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,6,14.4,95.46
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,14,15.28,130.48
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,20,10.7,295
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,18,12.73,280.62
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,10,12.28,122
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,16,13.69,128.32
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,18,16.3,146.52
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,6,10.45,72.3
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,16,14.34,255.04
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,17,16.83,271.15
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,18,15.29,194.94
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,19,10.67,265.05
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,11,9.04,189.75
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,20,15.49,327.8
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,13,16.42,181.74
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,13,13.99,195.78
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,18,8.34,277.2
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,15,16.14,122.1
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,11,9.43,133.87
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,18,10.97,167.04
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,12,17.75,126.84
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,8,9.31,76.56
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,7,14.61,119.7
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,15,14.16,204.3
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,12,10.51,96.48
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,7,9.82,87.5
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,10,9.37,99.3
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,14,17.39,154
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,10,11.41,151.5
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,20,8.64,262.6
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,9,17.09,83.61
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,19,13.26,255.74
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,20,8.58,291.4
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,14,8.67,185.08
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,17,14.98,303.79
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,11,14.98,116.05
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,16,12.01,202.88
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,13,11.91,201.89
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,15,13.15,223.05
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,13,13.67,207.61
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,11,16.84,147.62
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,5,16.56,82.9
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,9,10.01,144.36
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,6,16.39,51.54
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,9,12.17,106.56
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,5,8.99,56.15
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,15,15.32,222.6
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,18,17.51,203.58
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,17,11.22,263.84
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,16,16.88,184.32
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,10,10.55,123.1
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,5,8.52,66.2
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,15,13.21,241.35
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,9,10.91,77.13
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,18,11.83,189.9
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,8,9.54,135.36
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,14,10.6,219.8
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,20,17.33,161
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,11,10.02,132.77
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,18,8.17,283.68
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,15,16.21,250.05
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,7,12.53,123.06
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,18,9.94,302.76
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,13,9.54,131.56
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,18,8.61,152.1
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,15,15.31,201.15
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,12,8.3,169.08
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,13,15.47,131.69
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,5,13.84,61.65
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,20,13.96,333.6
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,20,9.35,214.6
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,9,13.55,81.9
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,17,14.09,225.59
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,14,11.18,117.88
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,11,11.54,172.7
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,20,10.99,261.8
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,5,13.73,64.9
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,12,13.73,177.24
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,15,13.84,214.2
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,6,9.4,106.98
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,5,9.69,70.85
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,9,14.51,144.81
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,6,16.01,106.14
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,16,17.11,224
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,9,11.32,97.2
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,5,12.69,82.2
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,9,8.41,80.64
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,19,14.65,241.49
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,18,12.6,253.8
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,8,14.56,69.36
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,18,15.38,322.74
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,10,10.01,130.1
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,9,16.39,100.8
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,17,14.96,273.02
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,13,9.06,158.6
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,12,14.47,122.4
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,18,8.31,259.74
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,17,15.16,264.69
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,10,12.59,163.9
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,11,8.99,196.02
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,11,15,130.24
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,10,16.43,101.4
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,7,11.72,124.74
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,7,12.69,91.07
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,14,15.79,236.04
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,16,16.22,218.08
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,18,14.23,250.92
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,5,17.34,86.4
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,9,12.6,84.96
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,20,9.19,285
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,5,17.81,84.2
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,20,14.79,274.6
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,6,15.08,95.82
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,18,11.16,193.14
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,19,8.56,320.91
